TN40;TN40;TN40;TN40;TN40;TN40;TN40;TN40;TN40;TN40;TN40;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48;TN48
16;0;168;   ;0;L;500;A3;    ;    ; ;6696;6696;50;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;1408;0;704;704;0;0;0;0;0;0;5983;0;3989;1994;                    ;6707;0;3354;3354;0;0;0;3329;4790;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;187;   ;0;L;500;A3;    ;    ; ;74831;74831;1254;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12819;0;8546;4273;                    ;0;0;0;0;0;0;0;1812;74238;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;199;   ;0;L;500;A3;    ;    ; ;49830;49830;0;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                    ;0;0;0;0;0;0;0;14182;46888;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;210;   ;0;L;500;A3;    ;    ; ;17749;17749;0;1409;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3418;0;2279;1139;                    ;0;0;0;0;0;0;0;9417;15606;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;232;   ;0;L;500;A3;    ;    ; ;520166;520166;1656;169;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18799;0;12533;6266;                    ;9174;0;4587;4587;0;0;0;0;200607;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;236;   ;0;L;500;A3;    ;    ; ;296283;296283;440;1349;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26647;0;17765;8882;                    ;0;0;0;0;0;0;0;18311;53663;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;244;   ;0;L;500;A3;    ;    ; ;1428808;1428808;0;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;127857;0;63929;63929;0;0;0;0;0;0;855;0;570;285;                    ;831;0;416;416;0;0;0;20743;189711;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;263;   ;0;L;500;A3;    ;    ; ;2964;2964;742;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4700;0;3133;1567;                    ;0;0;0;0;0;0;0;2154;2964;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;271;   ;0;L;500;A3;    ;    ; ;335523;335523;4943;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9399;0;6266;3133;                    ;2260;0;1130;1130;0;0;0;0;230143;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;287;   ;0;L;500;A3;    ;    ; ;1037360;1037360;457;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;7860;0;3930;3930;0;0;0;15082;0;15082;15596;0;10397;5199;                    ;8604;0;4302;4302;0;0;0;18996;402235;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;291;   ;0;L;500;A3;    ;    ; ;2574173;2574173;5804;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26309;0;17539;8770;                    ;0;0;0;0;0;0;0;35758;422674;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;341;   ;0;L;500;A3;    ;    ; ;241395;241395;1647;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3845;0;2563;1282;                    ;28;0;14;14;0;0;0;4341;161931;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;348;   ;0;L;500;A3;    ;    ; ;9644;9644;0;131;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15872;0;10581;5291;                    ;162;0;81;81;0;0;0;0;5778;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;358;   ;0;L;500;A3;    ;    ; ;1033151;1033151;4553;614;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;1775;0;888;888;0;0;0;0;0;0;22646;0;15097;7549;                    ;0;0;0;0;0;0;0;15618;915423;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;368;   ;0;L;500;A3;    ;    ; ;11030;11030;0;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1282;0;855;427;                    ;1401;0;701;701;0;0;0;9172;10912;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;370;   ;0;L;500;A3;    ;    ; ;124112;124112;0;4492;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;2728;0;876;876;0;488;488;0;0;0;14527;0;9685;4842;                    ;1908;0;954;954;0;0;0;9825;29700;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;374;   ;0;L;500;A3;    ;    ; ;3294443;3294443;18276;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60328;0;60328;34770;0;23180;11590;                    ;0;0;0;0;0;0;0;11734;3118978;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;382;   ;0;L;500;A3;    ;    ; ;4616;4616;0;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6410;0;4273;2137;                    ;3047;0;1524;1524;0;0;0;3737;2768;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;385;   ;0;L;500;A3;    ;    ; ;249735;249735;2412;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15082;0;15082;0;0;0;0;                    ;619;0;310;310;0;0;0;0;19629;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;388;   ;0;L;500;A3;    ;    ; ;23157;23157;0;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                    ;3030;0;1515;1515;0;0;0;3639;22369;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;415;   ;0;L;500;A3;    ;    ; ;5912;5912;422;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                    ;0;0;0;0;0;0;0;3607;5333;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;418;   ;0;L;500;A3;    ;    ; ;132052;132052;2823;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18190;0;12127;6063;                    ;3298;0;1649;1649;0;0;0;11310;33854;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;420;   ;0;L;500;A3;    ;    ; ;1164;1164;0;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                    ;0;0;0;0;0;0;0;0;1034;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;422;   ;0;L;500;A3;    ;    ; ;1852;1852;264;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2511;0;1674;837;                    ;5619;0;2810;2810;0;0;0;1714;1641;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;012;   ;0;L;600;A3;    ;    ; ;327630;327630;0;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                    ;0;0;0;0;0;0;0;7213;48067;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;013;   ;0;L;600;A3;    ;    ; ;33337;33337;0;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                    ;0;0;0;0;0;0;0;0;1211;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;018;   ;0;L;600;A3;    ;    ; ;97950;97950;0;155;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                    ;190;0;95;95;0;0;0;9727;46564;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;032;   ;0;L;600;A3;    ;    ; ;23318;23318;0;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                    ;0;0;0;0;0;0;0;0;18579;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;045;   ;0;L;600;A3;    ;    ; ;23779;23779;0;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                    ;1992;0;996;996;0;0;0;0;2059;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;050;   ;0;L;600;A3;    ;    ; ;4790;4790;0;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6410;0;4273;2137;                    ;0;0;0;0;0;0;0;0;4237;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;056;   ;0;L;600;A3;    ;    ; ;353867;353867;0;2964;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1709;0;1139;570;                    ;753;0;377;377;0;0;0;0;56377;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;057;   ;0;L;600;A3;    ;    ; ;5466;5466;0;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                    ;0;0;0;0;0;0;0;0;1590;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;058;   ;0;L;600;A3;    ;    ; ;64211;64211;0;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                    ;100;0;50;50;0;0;0;0;28184;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;060;   ;0;L;600;A3;    ;    ; ;13453;13453;0;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                    ;0;0;0;0;0;0;0;1958;13091;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;077;   ;0;L;600;A3;    ;    ; ;701;701;0;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2137;0;1425;712;                    ;5775;0;2888;2888;0;0;0;0;701;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;088;   ;0;L;600;A3;    ;    ; ;28352;28352;631;258;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5983;0;3989;1994;                    ;6986;0;3493;3493;0;0;0;0;28000;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;089;   ;0;L;600;A3;    ;    ; ;5227516;5227516;55434;5887;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;1947;0;974;974;0;0;0;30164;0;30164;18159;0;12106;6053;                    ;0;0;0;0;0;0;0;0;2891270;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;090;   ;0;L;600;A3;    ;    ; ;843976;843976;2432;1632;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30164;0;30164;18373;0;12249;6124;                    ;2684;0;1342;1342;0;0;0;30796;441579;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;097;   ;0;L;600;A3;    ;    ; ;3143488;3143488;912;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7008;0;4672;2336;                    ;6333;0;3167;3167;0;0;0;14688;76869;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;102;   ;0;L;600;A3;    ;    ; ;8216575;8216575;78867;40187;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30164;0;30164;49890;0;33260;16630;                    ;3582;0;1791;1791;0;0;0;149981;4099038;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;116;   ;0;L;600;A3;    ;    ; ;66808;66808;0;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                    ;0;0;0;0;0;0;0;0;10069;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;139;   ;0;L;600;A3;    ;    ; ;388;388;0;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                    ;0;0;0;0;0;0;0;0;388;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;145;   ;0;L;600;A3;    ;    ; ;659371;659371;0;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;855;0;570;285;                    ;7020;0;3510;3510;0;0;0;0;16296;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;150;   ;0;L;600;A3;    ;    ; ;1621630;1621630;3456;16492;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;855;0;570;285;                    ;0;0;0;0;0;0;0;8242;412601;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;151;   ;0;L;600;A3;    ;    ; ;180134;180134;1806;5204;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;855;0;570;285;                    ;0;0;0;0;0;0;0;4765;114619;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;152;   ;0;L;600;A3;    ;    ; ;12170;12170;0;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;855;0;570;285;                    ;826;0;413;413;0;0;0;0;5919;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;153;153;0;L;600;A3;    ;    ; ;77575;77575;295;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23714;0;15809;7905;                    ;1635;0;818;818;0;0;0;0;40848;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
16;0;153;202;0;L;600;A3;    ;    ; ;78967;78967;0;0;                                                                                    ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;                    ;0;0;0;0;0;0;0;0;12861;                                                                                                                                                                                                                                                                                                                                                                                                                          ;1
