TN40;TN40;TN40;TN40;TN40;TN40;TN40;TN40;TN40;TN40;TN40;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47
16;0;365;   ;0;V;384;A2;    ;    ; ;0;0;11605;11605;11605;0;1367;2391;0;0;2735;77;64;0;19;87;2; ; ;82;0;0;2735;77;64;0;19;95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;380;   ;0;V;384;A2;    ;    ; ;0;0;46836;46836;46836;0;29560;14105;0;0;11043;315;259;0;418;513;1; ; ;334;0;0;11095;315;259;0;426;509;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;384;   ;0;V;384;A2;    ;    ; ;0;0;185794;185794;185794;0;136758;76612;0;0;43810;1252;1024;0;1941;2789;14; ; ;1309;0;0;43434;1232;1024;0;1893;2753;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;405;   ;0;V;384;A2;    ;    ; ;0;0;55380;55380;55380;0;52672;0;0;0;13058;372;305;0;747;0;0; ; ;397;0;0;13150;376;305;0;759;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;001;   ;0;V;601;A2;    ;    ; ;73120;0;73120;73120;73120;0;36109;64990;14905;0;3515;494;423;0;513;2365;12; ;R;556;14897;0;3515;494;423;0;513;2365;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;007;   ;0;V;601;A2;    ;    ; ;12037;0;12037;12037;12037;0;6634;2399;2524;0;581;81;70;0;95;87;3; ;R;93;2504;0;577;77;70;0;87;91;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;009;   ;0;V;601;A2;    ;    ; ;17026;0;17026;17026;17026;0;11701;0;3591;0;818;117;97;0;166;0;0; ;R;127;3567;0;814;117;97;0;162;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;016;   ;0;V;601;A2;    ;    ; ;51831;0;51831;51831;51831;0;38146;24782;10262;0;2491;356;297;0;540;903;9; ;R;383;10490;0;2523;360;297;0;552;947;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;035;   ;0;V;601;A2;    ;    ; ;10428;0;10428;10428;10428;0;6176;1932;2156;0;502;69;62;0;85;70;3; ;R;79;2192;0;506;69;62;0;89;70;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;038;   ;0;V;601;A2;    ;    ; ;12087;0;12087;12087;12087;0;6535;2356;2732;0;585;79;71;0;93;86;7; ;R;98;2768;0;589;79;71;0;93;86;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;054;   ;0;V;601;A2;    ;    ; ;30450;0;30450;30450;30450;0;520;0;6423;0;1465;207;175;0;7;0;0; ;R;236;6423;0;1465;207;175;0;7;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;064;   ;0;V;601;A2;    ;    ; ;159895;0;159895;159895;159895;0;135151;37078;31025;0;7700;1073;910;0;1917;1347;19; ;R;1171;31097;0;7716;1073;910;0;1921;1375;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;065;   ;0;V;601;A2;    ;    ; ;18794;0;23911;23911;23911;0;13486;8702;3747;0;2039;162;133;0;192;317;3; ;R;175;3575;0;2127;162;133;0;176;337;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;070;   ;0;V;601;A2;    ;    ; ;500357;0;502630;502630;502630;0;384642;134349;96835;0;24566;3382;2872;0;5461;4888;31; ;R;3627;96191;0;24458;3354;2872;0;5317;4932;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;071;   ;0;V;601;A2;    ;    ; ;17200;0;17200;17200;17200;0;10964;3765;3562;0;825;120;99;0;158;136;4; ;R;128;3490;0;813;120;99;0;150;136;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;076;   ;0;V;601;A2;    ;    ; ;159022;0;315922;315922;315922;0;283433;24599;31183;0;42406;2123;1802;0;4027;897;15; ;R;2189;30719;0;42354;2107;1802;0;3911;949;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;085;   ;0;V;601;A2;    ;    ; ;758050;0;858955;857816;857816;0;593939;242144;141004;0;58628;5818;4952;0;8427;8805;60; ;R;6039;142016;0;58792;5842;4952;0;8435;8969;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;086;   ;0;V;601;A2;    ;    ; ;17193;0;17193;17193;17193;0;11678;17004;3289;0;831;114;93;0;167;616;12; ;R;118;3325;0;835;114;93;0;167;620;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;087;   ;0;V;601;A2;    ;    ; ;6191;0;6191;6191;6191;0;1893;3771;1009;0;296;44;36;0;27;137;4; ;R;38;1009;0;296;44;36;0;27;137;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;096;   ;0;V;601;A2;    ;    ; ;11018;0;11018;11018;11018;0;6371;3610;1770;0;531;73;60;0;90;132;7; ;R;62;1746;0;523;73;60;0;86;132;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;100;   ;0;V;601;A2;    ;    ; ;18834;0;18834;18834;18834;0;8437;5108;3335;0;903;130;109;0;121;185;5; ;R;128;3339;0;903;130;109;0;121;185;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;106;   ;0;V;601;A2;    ;    ; ;787639;0;946538;952288;952288;0;713564;203750;175329;0;74065;6420;5456;0;10121;7417;47; ;R;7500;175633;0;74385;6420;5456;0;10185;7481;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;128;   ;0;V;601;A2;    ;    ; ;950;0;950;950;950;0;535;314;231;0;45;7;6;0;7;11;2; ;R;7;235;0;45;7;6;0;7;7;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;131;   ;0;V;601;A2;    ;    ; ;16072;0;16072;16072;16072;0;13334;11529;3497;0;775;106;95;0;188;420;6; ;R;127;3517;0;775;106;95;0;188;424;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;132;   ;0;V;601;A2;    ;    ; ;681820;0;693948;693948;693948;0;594968;109278;106020;0;35486;4699;3990;0;8450;3976;13; ;R;4239;106100;0;35298;4691;3990;0;8498;3912;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;134;   ;0;V;601;A2;    ;    ; ;683686;0;702950;702950;702950;0;667009;27140;131407;0;37148;4748;4033;0;9472;987;6; ;R;5053;130803;0;37564;4744;4033;0;9396;1063;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;157;   ;0;V;601;A2;    ;    ; ;1084;0;1084;1084;1084;0;0;0;278;0;52;8;6;0;0;0;0; ;R;10;278;0;52;8;6;0;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;164;   ;0;V;601;A2;    ;    ; ;501;0;501;501;501;0;264;0;133;0;25;5;1;0;4;0;0; ;R;1;133;0;25;5;1;0;4;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;181;   ;0;V;601;A2;    ;    ; ;19595;0;25838;25838;25838;0;20854;2982;4274;0;2321;175;153;0;297;108;7; ;R;199;4350;0;2233;171;153;0;293;108;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;182;   ;0;V;601;A2;    ;    ; ;46106;0;46106;46106;46106;0;36682;6405;12182;0;2218;311;260;0;519;232;5; ;R;440;12302;0;2230;315;260;0;531;232;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;183;   ;0;V;601;A2;    ;    ; ;5761;0;5761;5761;5761;0;5187;0;1435;0;277;39;32;0;74;0;0; ;R;53;1491;0;285;39;32;0;82;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;188;   ;0;V;601;A2;    ;    ; ;11580;0;11580;11580;11580;0;4389;3468;2933;0;560;82;64;0;62;127;4; ;R;103;2921;0;556;82;64;0;62;123;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;192;149;0;V;601;A2;    ;    ; ;88857;0;88857;88857;88857;0;78512;5374;15950;0;4274;601;509;0;1115;196;6; ;R;608;15958;0;4274;601;509;0;1111;192;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;192;192;0;V;601;A2;    ;    ; ;1336256;0;1341508;1341508;1341508;0;1216550;60352;230636;0;65432;9072;7700;0;17274;2200;37; ;R;8855;229900;0;65252;9044;7700;0;17146;2152;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;192;214;0;V;601;A2;    ;    ; ;1472;0;1472;1472;1472;0;175;0;292;0;70;10;8;0;2;0;1; ;R;11;296;0;70;10;8;0;2;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;192;259;0;V;601;A2;    ;    ; ;56479;0;56479;56479;56479;0;53412;9687;9687;0;2716;383;323;0;758;353;4; ;R;363;9427;0;2668;375;323;0;722;337;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;192;376;0;V;601;A2;    ;    ; ;6467;0;6467;6467;6467;0;3095;838;1106;0;311;45;37;0;44;31;1; ;R;42;1082;0;307;45;37;0;44;31;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;195;   ;0;V;601;A2;    ;    ; ;6325;0;6325;6325;6325;0;4427;635;1954;0;306;42;37;0;63;23;1; ;R;70;1954;0;306;42;37;0;63;23;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;205;   ;0;V;601;A2;    ;    ; ;40449;0;40449;40449;40449;0;27976;14367;10188;0;1946;275;229;0;396;523;5; ;R;368;10256;0;1954;275;229;0;400;523;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;212;   ;0;V;601;A2;    ;    ; ;102272;0;102272;102272;102272;0;92336;2134;27460;0;4917;695;587;0;1311;78;3; ;R;989;27880;0;4965;707;587;0;1355;78;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;213;   ;0;V;601;A2;    ;    ; ;9864;0;9864;9864;9864;0;6306;2127;2043;0;475;69;57;0;88;78;4; ;R;72;2047;0;475;69;57;0;88;78;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;225;   ;0;V;601;A2;    ;    ; ;36305;0;36305;36305;36305;0;17149;3913;9660;0;1742;241;204;0;244;142;5; ;R;334;9576;0;1730;233;204;0;192;150;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;231;   ;0;V;601;A2;    ;    ; ;6964;0;6964;6964;6964;0;3354;1145;1433;0;335;46;41;0;47;42;1; ;R;52;1433;0;335;46;41;0;47;42;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;239;   ;0;V;601;A2;    ;    ; ;1094;0;1094;1094;1094;0;0;0;228;0;53;8;6;0;0;0;0; ;R;8;228;0;53;8;6;0;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;245;   ;0;V;601;A2;    ;    ; ;51741;0;51741;51741;51741;0;38337;10587;10143;0;2494;352;294;0;543;389;11; ;R;370;10063;0;2474;348;294;0;519;405;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;249;   ;0;V;601;A2;    ;    ; ;9525;0;9525;9525;9525;0;5685;1915;2141;0;458;65;54;0;82;70;3; ;R;79;2169;0;462;65;54;0;78;78;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;255;   ;0;V;601;A2;    ;    ; ;4102;0;4102;4102;4102;0;542;0;869;0;198;28;25;0;8;0;0; ;R;32;869;0;198;28;25;0;8;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;261;   ;0;V;601;A2;    ;    ; ;10795;0;10795;10795;10795;0;5413;3994;2688;0;521;73;58;0;76;146;3; ;R;93;2672;0;521;73;58;0;80;142;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;264;   ;0;V;601;A2;    ;    ; ;3049;0;3049;3049;3049;0;1815;0;598;0;147;21;16;0;26;0;1; ;R;21;610;0;151;21;16;0;26;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;270;   ;0;V;601;A2;    ;    ; ;43641;0;43641;43641;43641;0;32500;9248;8182;0;2100;293;254;0;463;336;3; ;R;304;8190;0;2100;297;254;0;455;356;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;289;   ;0;V;601;A2;    ;    ; ;44573;0;44573;44573;44573;0;31804;1756;10237;0;2146;305;253;0;452;64;3; ;R;369;10253;0;2154;305;253;0;456;60;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;306;   ;0;V;601;A2;    ;    ; ;11734;0;11734;11734;11734;0;7094;2025;2576;0;559;82;69;0;100;75;4; ;R;89;2580;0;559;82;69;0;104;75;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;308;   ;0;V;601;A2;    ;    ; ;105940;0;105940;105940;105940;0;78025;31864;21512;0;5085;715;608;0;1107;1159;18; ;R;798;21480;0;5073;719;608;0;1079;1195;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;310;   ;0;V;601;A2;    ;    ; ;24739;0;24739;24739;24739;0;18592;2083;5645;0;1194;167;139;0;264;77;4; ;R;200;5629;0;1190;167;139;0;264;73;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;329;   ;0;V;601;A2;    ;    ; ;47015;0;47015;47015;47015;0;26537;22865;8885;0;2266;319;272;0;376;834;12; ;R;335;8657;0;2226;311;272;0;364;782;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;336;   ;0;V;601;A2;    ;    ; ;24904;0;24904;24904;24904;0;18626;3903;6427;0;1201;166;144;0;262;142;4; ;R;228;6427;0;1201;166;144;0;262;142;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;337;   ;0;V;601;A2;    ;    ; ;26039;0;26039;26039;26039;0;11820;16479;5864;0;1252;179;147;0;170;602;15; ;R;215;5956;0;1268;179;147;0;182;614;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
