TN40;TN40;TN40;TN40;TN40;TN40;TN40;TN40;TN40;TN40;TN40;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47
CSDEP;CSDIR;CTCN;CTCNIA;NCCO;TYCNGR;CTCNGR;COARCL;CTADR0;NIAF;NIAFBT;MNBSCO;MOBSSY;MNBSGP;MNBSTS;MNBSGE;MNBSIF;MNBSCI;MNBSCM;MOCNCT;MOCNCS;MOCNCG;MOCNCE;MOCUGE;MORGIF;MNCHCI;MOCHCM;NBCHDF;CICUZ;BX001D;MCTP13;MOCNLT;MOCNLS;MOCNLG;MOCNLE;MOCULE;MORGLF;MNCHLI;MOCHLM;FILLER;BX001A
Code departement;Numero de direction sur 1c;CODE COMMUNE DE L'AFT;ancien code cne en presence d ifp;numero de compte fichier coll CFE;type EPCI;code EPCI;type article sur 2 caracteres;code voie du lieu d'imposition;NUMERO IMMEUBLE DE L'AFT;indice repetition b/t/q cfe type 1;base taxable commune n;base taxable syndicats;base taxable EPCI;base taxable tse n;base taxable tgemapi;base taxe annuelle ile de france;base taxable tcci;base taxable tcm;cotisation cfe commune;cotisation cfe syndicat;cotisation cfe epci;cotis. tse hors TGEMAPI et TASARIF;cotisation TGEMAPI;cotisation TASARIF;cotisation tcci;cotisation droit additionnel TCMA;nb cotisation tcma droit fixe;code EPCI avec zone (zae ou zde);ZONE BANALISEE 1 CARACTERE X;frais assiette commune et epci;cotisation cfe commune lissee;cotisation cfe syndicat lissee;cotisation cfe epci lissee;cot. tse hors TGEMAPI,TASARIF lissee;cotisation TGEMAPI lissee;cotisation TASARIF lissee;cotisation tcci lissee;cotis. droit additionnel TCMA lissee;;ZONE BANALISEE 1 CARACTERE X
16;0;150;   ;0;L;600;A4;    ;    ; ;0;0;1577620;1577620;1577620;0;1451367;120968;0;0;381472;10666;2907;0;20610;4398;31;H; ;11501;0;0;383212;10702;2907;0;20814;4386;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;151;   ;0;L;600;A4;    ;    ; ;0;0;201785;201785;201785;0;132276;91823;0;0;48995;1366;372;0;1880;3342;14;H; ;1501;0;0;49623;1378;372;0;1988;3306;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;152;   ;0;L;600;A4;    ;    ; ;0;0;27905;27905;27905;0;11576;9101;0;0;6925;188;53;0;164;331;2;H; ;205;0;0;6917;188;53;0;168;311;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;153;153;0;L;600;A4;    ;    ; ;0;0;99293;99293;99293;0;74598;18223;0;0;23797;673;184;0;1057;664;7;H; ;712;0;0;23865;669;184;0;1065;676;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;153;202;0;L;600;A4;    ;    ; ;0;0;96454;96454;96454;0;82857;12415;0;0;23115;647;179;0;1180;453;5;H; ;699;0;0;23287;651;179;0;1200;453;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;163;   ;0;L;600;A4;    ;    ; ;0;0;141845;141845;141845;0;83507;27728;0;0;34534;971;255;0;1186;1007;15;H; ;1027;0;0;34214;959;255;0;1126;1003;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;165;   ;0;L;600;A4;    ;    ; ;0;0;45007;45007;45007;0;30855;10860;0;0;10788;306;84;0;438;396;7;H; ;324;0;0;10780;306;84;0;446;392;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;167;   ;0;L;600;A4;    ;    ; ;0;0;1951178;1951178;1951178;0;1617200;297367;0;0;467666;13182;3584;0;22968;10832;87;H; ;14067;0;0;468594;13174;3584;0;23068;10564;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;169;   ;0;L;600;A4;    ;    ; ;0;0;266063;266063;266063;0;203042;104968;0;0;66040;1797;491;0;2882;3819;8;H; ;1974;0;0;65924;1793;491;0;2874;3799;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;171;   ;0;L;600;A4;    ;    ; ;0;0;244523;244523;244523;0;139737;179755;0;0;59613;1653;450;0;1986;6540;13;H; ;1801;0;0;59721;1653;450;0;2006;6536;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;174;   ;0;L;600;A4;    ;    ; ;0;0;18072;18072;18072;0;8428;6435;0;0;4331;121;33;0;120;234;7;H; ;130;0;0;4331;121;33;0;120;234;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;186;010;0;L;600;A4;    ;    ; ;0;0;9937;9937;9937;0;7632;2551;0;0;2430;69;18;0;109;93;2;H; ;75;0;0;2462;69;18;0;113;93;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;186;186;0;L;600;A4;    ;    ; ;0;0;79533;79533;79533;0;45887;42159;0;0;19377;536;146;0;652;1532;10;H; ;586;0;0;19377;536;146;0;660;1516;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;193;   ;0;L;600;A4;    ;    ; ;0;0;56914;56914;56914;0;38560;15404;0;0;14126;385;107;0;550;560;6;H; ;427;0;0;14214;389;107;0;562;552;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;204;129;0;L;600;A4;    ;    ; ;0;0;6896;6896;6896;0;4574;2896;0;0;1749;46;14;0;64;105;2;H; ;50;0;0;1749;46;14;0;64;105;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;204;204;0;L;600;A4;    ;    ; ;0;0;111871;111871;111871;0;89965;22554;0;0;28899;756;209;0;1277;820;7;H; ;875;0;0;29151;764;209;0;1301;824;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;204;247;0;L;600;A4;    ;    ; ;0;0;4282;4282;4282;0;2186;0;0;0;1067;29;9;0;30;0;1;H; ;32;0;0;1091;29;9;0;34;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;204;386;0;L;600;A4;    ;    ; ;0;0;68648;68648;68648;0;34229;44846;0;0;16722;463;131;0;488;1632;10;H; ;503;0;0;16694;463;131;0;476;1616;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;204;417;0;L;600;A4;    ;    ; ;0;0;1848;1848;1848;0;924;1848;0;0;471;12;3;0;13;67;1;H; ;14;0;0;471;12;3;0;13;67;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;216;   ;0;L;600;A4;    ;    ; ;0;0;75435;75435;75435;0;34571;24503;0;0;18076;506;137;0;492;892;11;H; ;535;0;0;17776;494;137;0;444;896;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;217;   ;0;L;600;A4;    ;    ; ;0;0;3929316;3929316;3929316;0;2374675;59842;0;0;975260;26561;7235;0;33717;2177;16;H; ;29278;0;0;976292;26585;7235;0;33853;2169;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;218;   ;0;L;600;A4;    ;    ; ;0;0;61777;61777;61777;0;45928;25434;0;0;15333;418;116;0;652;925;7;H; ;456;0;0;15245;418;116;0;644;925;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;220;   ;0;L;600;A4;    ;    ; ;0;0;115211;115211;115211;0;99675;19301;0;0;27616;780;213;0;1415;702;7;H; ;828;0;0;27612;780;213;0;1415;702;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;233;233;0;L;600;A4;    ;    ; ;0;0;38773;38773;38773;0;12355;16999;0;0;9440;262;74;0;174;617;12;H; ;289;0;0;9408;262;74;0;174;613;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;233;351;0;L;600;A4;    ;    ; ;0;0;1785;1785;1785;0;967;1636;0;0;434;12;3;0;14;60;1;H; ;13;0;0;446;12;3;0;14;60;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;234;   ;0;L;600;A4;    ;    ; ;0;0;22936;22936;22936;0;9045;7707;0;0;5863;156;43;0;127;282;5;H; ;180;0;0;5923;156;43;0;123;294;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;243;   ;0;L;600;A4;    ;    ; ;0;0;88954;88954;88954;0;55705;29760;0;0;21316;604;163;0;791;1085;20;H; ;639;0;0;21232;600;163;0;779;1081;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;277;   ;0;L;600;A4;    ;    ; ;0;0;249445;249445;249445;0;235419;24469;0;0;59790;1685;460;0;3341;892;9;H; ;1789;0;0;59622;1681;460;0;3345;828;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;297;   ;0;L;600;A4;    ;    ; ;0;0;49633;49633;49633;0;36849;5679;0;0;11714;335;94;0;522;207;3;H; ;350;0;0;11690;335;94;0;518;207;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;304;   ;0;L;600;A4;    ;    ; ;0;0;59339;59339;59339;0;21575;12775;0;0;14729;400;114;0;306;464;6;H; ;443;0;0;14845;404;114;0;306;464;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;316;   ;0;L;600;A4;    ;    ; ;0;0;34982;34982;34982;0;13353;11210;0;0;8640;236;66;0;190;407;4;H; ;266;0;0;8692;236;66;0;194;407;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;330;   ;0;L;600;A4;    ;    ; ;0;0;238603;238603;238603;0;217791;13841;0;0;59222;1611;442;0;3093;504;6;H; ;1843;0;0;61510;1663;442;0;3373;504;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;340;   ;0;L;600;A4;    ;    ; ;0;0;95173;95173;95173;0;43183;31550;0;0;22809;644;178;0;611;1151;21;H; ;680;0;0;22713;640;178;0;603;1115;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;343;   ;0;L;600;A4;    ;    ; ;0;0;34618;34618;34618;0;22728;7015;0;0;8334;233;63;0;324;254;5;H; ;251;0;0;8302;229;63;0;312;254;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;349;   ;0;L;600;A4;    ;    ; ;0;0;88782;88782;88782;0;64904;36321;0;0;21277;601;165;0;922;1323;9;H; ;637;0;0;21289;601;165;0;926;1319;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;352;   ;0;L;600;A4;    ;    ; ;0;0;9622;9622;9622;0;3104;1627;0;0;2364;64;19;0;44;59;1;H; ;69;0;0;2364;64;19;0;44;59;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;355;   ;0;L;600;A4;    ;    ; ;0;0;77821;77821;77821;0;44902;28075;0;0;19317;522;148;0;638;1021;14;H; ;571;0;0;19157;518;148;0;614;1025;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;359;   ;0;L;600;A4;    ;    ; ;0;0;2209581;2209581;2209581;0;2039816;281498;0;0;536924;14942;4066;0;28969;10242;22;H; ;16121;0;0;537060;14946;4066;0;28997;10222;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;366;   ;0;L;600;A4;    ;    ; ;0;0;773366;773366;773366;0;566709;258868;0;0;188784;5224;1418;0;8052;9415;47;H; ;5695;0;0;189172;5236;1418;0;8064;9379;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;369;   ;0;L;600;A4;    ;    ; ;0;0;109351;109351;109351;0;49200;79999;0;0;26209;742;203;0;701;2913;16;H; ;784;0;0;26101;738;203;0;697;2901;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;387;   ;0;L;600;A4;    ;    ; ;0;0;21200;21200;21200;0;14272;12098;0;0;5080;144;39;0;202;441;6;H; ;153;0;0;5124;144;39;0;210;441;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;399;   ;0;L;600;A4;    ;    ; ;0;0;25185;25185;25185;0;18352;7031;0;0;6099;170;47;0;262;255;7;H; ;184;0;0;6139;170;47;0;270;255;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;402;   ;0;L;600;A4;    ;    ; ;0;0;10320;10320;10320;0;5993;3625;0;0;2674;70;20;0;85;132;3;H; ;80;0;0;2662;70;20;0;85;132;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;003;   ;0;V;223;A4;    ;    ; ;0;0;55673;55673;55673;0;30655;15604;0;0;13257;374;141;0;435;567;12;H; ;392;0;0;13397;378;141;0;463;539;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;067;   ;0;V;223;A4;    ;    ; ;0;0;15855;15855;15855;0;3428;2726;0;0;3776;107;38;0;49;99;3;H; ;112;0;0;3788;107;38;0;49;99;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;084;   ;0;V;223;A4;    ;    ; ;0;0;22442;22442;22442;0;11471;4504;0;0;5344;152;52;0;163;163;7;H; ;153;0;0;5340;152;52;0;163;163;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;093;   ;0;V;223;A4;    ;    ; ;0;0;918737;918737;918737;0;881298;29200;0;0;218752;6210;2465;0;12513;1064;24;H; ;6546;0;0;218480;6198;2465;0;12457;1072;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;107;   ;0;V;223;A4;    ;    ; ;0;0;13074;13074;13074;0;7995;2426;0;0;3112;88;30;0;114;89;3;H; ;90;0;0;3100;88;30;0;114;89;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;124;   ;0;V;223;A4;    ;    ; ;0;0;35075;35075;35075;0;9909;8272;0;0;8352;238;91;0;141;300;7;H; ;251;0;0;8408;238;91;0;161;276;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;135;   ;0;V;223;A4;    ;    ; ;0;0;38254;38254;38254;0;35417;3007;0;0;9108;259;102;0;503;109;2;H; ;271;0;0;9112;259;102;0;503;109;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;137;   ;0;V;223;A4;    ;    ; ;0;0;14482;14482;14482;0;6947;4676;0;0;3450;98;34;0;100;170;3;H; ;98;0;0;3346;98;34;0;96;158;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;158;   ;0;V;223;A4;    ;    ; ;0;0;12785;12785;12785;0;6202;3539;0;0;3045;85;30;0;89;128;4;H; ;87;0;0;3037;85;30;0;89;124;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;203;   ;0;V;223;A4;    ;    ; ;0;0;2198;2198;2198;0;1291;757;0;0;523;15;5;0;18;28;1;H; ;16;0;0;523;15;5;0;18;28;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;209;   ;0;V;223;A4;    ;    ; ;0;0;12856;12856;12856;0;5470;8522;0;0;3061;87;31;0;77;310;9;H; ;90;0;0;3029;87;31;0;77;306;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;211;   ;0;V;223;A4;    ;    ; ;0;0;111792;111792;111792;0;90434;20168;0;0;26619;754;293;0;1282;733;12;H; ;801;0;0;26891;758;293;0;1318;713;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;223;   ;0;V;223;A4;    ;    ; ;0;0;506009;506009;506009;0;391438;110467;0;0;120486;3418;1345;0;5562;4019;38;H; ;3611;0;0;120790;3418;1345;0;5494;3939;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;250;   ;0;V;223;A4;    ;    ; ;0;0;2708;2708;2708;0;1366;907;0;0;645;18;6;0;19;33;1;H; ;18;0;0;645;18;6;0;19;33;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
