TN40;TN40;TN40;TN40;TN40;TN40;TN40;TN40;TN40;TN40;TN40;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47;TN47
CSDEP;CSDIR;CTCN;CTCNIA;NCCO;TYCNGR;CTCNGR;COARCL;CTADR0;NIAF;NIAFBT;MNBSCO;MOBSSY;MNBSGP;MNBSTS;MNBSGE;MNBSIF;MNBSCI;MNBSCM;MOCNCT;MOCNCS;MOCNCG;MOCNCE;MOCUGE;MORGIF;MNCHCI;MOCHCM;NBCHDF;CICUZ;BX001D;MCTP13;MOCNLT;MOCNLS;MOCNLG;MOCNLE;MOCULE;MORGLF;MNCHLI;MOCHLM;FILLER;BX001A
Code departement;Numero de direction sur 1c;CODE COMMUNE DE L'AFT;ancien code cne en presence d ifp;numero de compte fichier coll CFE;type EPCI;code EPCI;type article sur 2 caracteres;code voie du lieu d'imposition;NUMERO IMMEUBLE DE L'AFT;indice repetition b/t/q cfe type 1;base taxable commune n;base taxable syndicats;base taxable EPCI;base taxable tse n;base taxable tgemapi;base taxe annuelle ile de france;base taxable tcci;base taxable tcm;cotisation cfe commune;cotisation cfe syndicat;cotisation cfe epci;cotis. tse hors TGEMAPI et TASARIF;cotisation TGEMAPI;cotisation TASARIF;cotisation tcci;cotisation droit additionnel TCMA;nb cotisation tcma droit fixe;code EPCI avec zone (zae ou zde);ZONE BANALISEE 1 CARACTERE X;frais assiette commune et epci;cotisation cfe commune lissee;cotisation cfe syndicat lissee;cotisation cfe epci lissee;cot. tse hors TGEMAPI,TASARIF lissee;cotisation TGEMAPI lissee;cotisation TASARIF lissee;cotisation tcci lissee;cotis. droit additionnel TCMA lissee;;ZONE BANALISEE 1 CARACTERE X
16;0;323;   ;0;V;223;A4;    ;    ; ;0;0;15219;15219;15219;0;5311;4439;0;0;3626;101;34;0;75;161;8;H; ;103;0;0;3630;101;34;0;75;161;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;353;   ;0;V;223;A4;    ;    ; ;0;0;34614;34614;34614;0;21318;10323;0;0;8242;231;82;0;302;375;10;H; ;242;0;0;8426;231;82;0;326;379;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;372;   ;0;V;223;A4;    ;    ; ;0;0;4066;4066;4066;0;3181;1824;0;0;967;27;9;0;45;66;2;H; ;28;0;0;967;27;9;0;45;66;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;379;   ;0;V;223;A4;    ;    ; ;0;0;36656;36656;36656;0;24581;15116;0;0;8731;244;91;0;347;548;17;H; ;252;0;0;8611;244;91;0;335;548;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;406;274;0;V;223;A4;    ;    ; ;0;0;13053;13053;13053;0;9794;2685;0;0;3108;88;32;0;139;97;3;H; ;91;0;0;3108;88;32;0;139;97;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;406;406;0;V;223;A4;    ;    ; ;0;0;44006;44006;44006;0;33797;3509;0;0;10479;296;115;0;482;127;4;H; ;312;0;0;10491;296;115;0;478;127;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;421;   ;0;V;223;A4;    ;    ; ;0;0;7926;7926;7926;0;5339;3486;0;0;1888;53;18;0;76;126;4;H; ;55;0;0;1896;53;18;0;76;126;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;425;   ;0;V;223;A4;    ;    ; ;0;0;6498;6498;6498;0;4018;1970;0;0;1548;44;14;0;58;71;4;H; ;44;0;0;1548;44;14;0;58;71;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;005;005;0;V;383;A4;    ;    ; ;242359;0;242359;242359;242359;0;196264;26976;49342;0;9284;1641;1137;0;2787;982;14;H; ;1760;49366;0;9288;1633;1137;0;2755;978;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;005;411;0;V;383;A4;    ;    ; ;66898;0;66898;66898;66898;0;47666;2662;12668;0;2563;453;312;0;677;97;3;H; ;445;12300;0;2507;437;312;0;589;97;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;008;   ;0;V;383;A4;    ;    ; ;4700;0;4700;4700;4700;0;0;2772;1146;0;183;34;21;0;0;100;6;H; ;40;1146;0;183;34;21;0;0;100;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;011;   ;0;V;383;A4;    ;    ; ;947922;0;947922;947922;947922;0;928872;30662;219244;0;36595;6413;4423;0;13184;1117;18;H; ;7663;219092;0;36571;6413;4423;0;13180;1085;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;023;023;0;V;383;A4;    ;    ; ;42428;0;40002;42428;42428;0;12749;14322;9515;0;1620;284;202;0;181;521;7;H; ;320;9163;0;1556;276;202;0;129;421;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;023;033;0;V;383;A4;    ;    ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;H; ;0;0;0;0;0;0;0;0;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;023;094;0;V;383;A4;    ;    ; ;4111;0;4111;4111;4111;0;1060;942;921;0;167;28;19;0;15;34;2;H; ;30;925;0;167;28;19;0;15;34;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;024;   ;0;V;383;A4;    ;    ; ;46656;0;46656;46656;46656;0;41282;2922;10061;0;1797;313;217;0;584;106;4;H; ;354;10141;0;1809;313;217;0;592;110;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;027;   ;0;V;383;A4;    ;    ; ;5703;0;1815;5703;5703;0;2630;3888;1014;0;70;39;27;0;38;142;2;H; ;31;1014;0;70;39;27;0;38;142;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;042;   ;0;V;383;A4;    ;    ; ;3758;0;3758;3758;3758;0;1779;0;819;0;144;26;17;0;25;0;0;H; ;32;871;0;152;26;17;0;25;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;068;   ;0;V;383;A4;    ;    ; ;6035;0;6035;6035;6035;0;1613;1608;1247;0;241;37;30;0;23;58;7;H; ;44;1247;0;241;37;30;0;23;58;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;069;   ;0;V;383;A4;    ;    ; ;10580;0;10580;10580;10580;0;4555;6214;2097;0;430;71;47;0;64;227;7;H; ;73;2117;0;434;71;47;0;68;219;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;081;   ;0;V;383;A4;    ;    ; ;21830;0;21830;21830;21830;0;20026;2635;4655;0;844;148;102;0;284;95;3;H; ;162;4663;0;844;148;102;0;284;95;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;083;   ;0;V;383;A4;    ;    ; ;19100;0;19100;19100;19100;0;9957;810;4239;0;732;128;93;0;143;29;3;H; ;141;4007;0;704;120;93;0;111;29;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;095;   ;0;V;383;A4;    ;    ; ;87596;0;87596;87596;87596;0;59793;51197;16284;0;3539;592;409;0;849;1864;3;H; ;587;16152;0;3507;588;409;0;825;1864;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;108;   ;0;V;383;A4;    ;    ; ;6107;0;6107;6107;6107;0;0;991;1510;0;235;43;31;0;0;36;3;H; ;50;1522;0;239;43;31;0;0;36;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;122;   ;0;V;383;A4;    ;    ; ;9807;0;9807;9807;9807;0;8445;681;2125;0;375;67;45;0;120;25;3;H; ;74;2125;0;375;67;45;0;120;25;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;140;   ;0;V;383;A4;    ;    ; ;15524;0;14656;15524;15524;0;5917;6752;3527;0;591;106;72;0;84;247;6;H; ;122;3535;0;595;106;72;0;92;235;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;141;   ;0;V;383;A4;    ;    ; ;23402;0;23402;23402;23402;0;20445;756;3965;0;947;157;113;0;289;28;1;H; ;146;3965;0;947;157;113;0;289;28;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;144;   ;0;V;383;A4;    ;    ; ;12749;0;12749;12749;12749;0;4483;3831;2443;0;487;84;58;0;63;138;4;H; ;90;2435;0;487;84;58;0;63;138;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;155;   ;0;V;383;A4;    ;    ; ;15646;0;15646;15646;15646;0;751;0;2659;0;600;106;73;0;11;0;0;H; ;82;2199;0;524;90;73;0;11;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;173;   ;0;V;383;A4;    ;    ; ;90747;0;90747;90747;90747;0;6777;0;17841;0;3666;615;425;0;96;0;1;H; ;621;17257;0;3542;599;425;0;44;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;184;   ;0;V;383;A4;    ;    ; ;675;0;675;675;675;0;0;675;152;0;27;5;3;0;0;25;2;H; ;6;152;0;27;5;3;0;0;25;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;185;   ;0;V;383;A4;    ;    ; ;3556;0;3556;3556;3556;0;468;1512;833;0;136;24;17;0;7;55;2;H; ;28;821;0;136;24;17;0;7;55;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;191;   ;0;V;383;A4;    ;    ; ;8836;0;8836;8836;8836;0;8836;0;1834;0;355;61;42;0;125;0;2;H; ;66;1834;0;355;61;42;0;125;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;194;   ;0;V;383;A4;    ;    ; ;34088;0;34088;34088;34088;0;30606;2293;7202;0;1307;231;161;0;433;83;1;H; ;253;7202;0;1307;231;161;0;437;67;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;196;   ;0;V;383;A4;    ;    ; ;32549;0;32549;32549;32549;0;16813;2972;6103;0;1318;216;147;0;239;109;5;H; ;223;6091;0;1310;216;147;0;231;105;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;200;   ;0;V;383;A4;    ;    ; ;95885;0;95885;95885;95885;0;82799;14933;18945;0;3701;652;453;0;1172;544;7;H; ;679;18985;0;3705;648;453;0;1168;552;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;206;   ;0;V;383;A4;    ;    ; ;580928;0;580928;580928;580928;0;419132;68886;120351;0;23467;3921;2709;0;5955;2509;29;H; ;4222;118823;0;23171;3885;2709;0;5311;2453;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;226;   ;0;V;383;A4;    ;    ; ;47226;0;45848;47226;47226;0;19928;11959;9574;0;1769;315;216;0;286;434;8;H; ;346;9538;0;1769;311;216;0;294;450;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;237;   ;0;V;383;A4;    ;    ; ;7055;0;7055;7055;7055;0;974;1782;1305;0;285;49;33;0;14;64;3;H; ;45;1309;0;285;49;33;0;14;64;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;238;   ;0;V;383;A4;    ;    ; ;6890;0;6890;6890;6890;0;6890;0;1928;0;278;47;32;0;98;0;0;H; ;67;1928;0;278;47;32;0;98;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;241;   ;0;V;383;A4;    ;    ; ;4170;0;4170;4170;4170;0;1854;0;846;0;167;27;18;0;26;0;0;H; ;31;846;0;167;27;18;0;26;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;248;   ;0;V;383;A4;    ;    ; ;5297;0;5297;5297;5297;0;2646;696;1119;0;204;37;24;0;38;25;1;H; ;40;1131;0;204;37;24;0;34;25;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;272;   ;0;V;383;A4;    ;    ; ;13495;0;13495;13495;13495;0;6099;6084;2690;0;549;92;63;0;88;221;6;H; ;103;2686;0;549;92;63;0;88;221;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;275;   ;0;V;383;A4;    ;    ; ;23137;0;23137;23137;23137;0;13958;990;4369;0;886;158;110;0;198;36;2;H; ;160;4401;0;890;158;110;0;198;36;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;295;   ;0;V;383;A4;    ;    ; ;190143;0;187270;190143;190143;0;108976;23850;30661;0;7223;1300;876;0;1551;868;21;H; ;1135;30645;0;7219;1292;876;0;1559;840;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;300;296;0;V;383;A4;    ;    ; ;21893;0;21893;21893;21893;0;13446;7847;4717;0;886;151;99;0;191;285;8;H; ;168;4701;0;882;151;99;0;187;277;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;300;300;0;V;383;A4;    ;    ; ;58071;0;58071;58071;58071;0;41003;11192;12510;0;2345;396;269;0;581;408;11;H; ;427;12070;0;2265;384;269;0;529;360;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;300;309;0;V;383;A4;    ;    ; ;3216;0;3216;3216;3216;0;1529;518;694;0;131;22;14;0;23;19;1;H; ;25;694;0;131;22;14;0;23;19;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;307;   ;0;V;383;A4;    ;    ; ;16598;0;16598;16598;16598;0;12519;3857;4027;0;671;113;75;0;177;140;2;H; ;137;3927;0;655;113;75;0;165;140;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;317;   ;0;V;383;A4;    ;    ; ;57030;0;57030;57030;57030;0;50355;6109;12346;0;2182;391;268;0;717;223;6;H; ;443;12298;0;2174;391;268;0;693;223;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;318;   ;0;V;383;A4;    ;    ; ;17717;0;17717;17717;17717;0;8989;8470;4061;0;716;118;86;0;128;308;5;H; ;149;4005;0;704;118;86;0;124;296;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;326;   ;0;V;383;A4;    ;    ; ;469243;0;469243;469243;469243;0;468322;0;83056;0;18957;3171;2190;0;6650;0;0;H; ;3060;83056;0;18957;3171;2190;0;6650;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;377;   ;0;V;383;A4;    ;    ; ;15609;0;15609;15609;15609;0;14889;0;3331;0;632;107;72;0;210;0;0;H; ;120;3331;0;632;107;72;0;210;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;383;   ;0;V;383;A4;    ;    ; ;37235;0;37235;37235;37235;0;20395;16838;7258;0;1441;249;172;0;290;614;12;H; ;266;7234;0;1437;249;172;0;286;614;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;390;   ;0;V;383;A4;    ;    ; ;28774;0;28774;28774;28774;0;10030;6826;5187;0;1098;190;131;0;141;248;6;H; ;187;5255;0;1106;194;131;0;149;232;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;392;   ;0;V;383;A4;    ;    ; ;7022;0;7022;7022;7022;0;5863;2460;1469;0;284;49;34;0;83;90;4;H; ;52;1477;0;288;49;34;0;87;90;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
16;0;393;   ;0;V;383;A4;    ;    ; ;132579;0;125907;132579;132579;0;95432;17460;29426;0;4850;919;598;0;1351;634;17;H; ;971;28994;0;4790;903;598;0;1247;630;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;X
